complaint_id,category,from_dept,to_dept,transfer_date,resolved,days_open
20409339,Electrical,Electrical Dept,PWD,2023-11-07,False,26
20409339,Electrical,PWD,Municipal Corp,2023-12-03,True,52
20409251,Electrical,Electrical Dept,Municipal Corp,2023-11-08,False,27
20409251,Electrical,Municipal Corp,Municipal Corp,2023-12-05,True,54
20409223,Electrical,Electrical Dept,Town Planning Dept,2023-11-19,True,38
20409199,Forest,Forest Dept,Municipal Corp,2023-12-05,True,54
20409178,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-06,False,25
20409178,Solid Waste (Garbage) Related,PWD,Health Dept,2023-12-01,True,50
20409004,Electrical,Electrical Dept,Municipal Corp,2023-10-22,True,11
20408996,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-19,False,8
20408996,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-10-27,True,16
20408968,Road Maintenance(Engg),PWD,SWD Dept,2023-12-03,True,53
20408901,Road Maintenance(Engg),PWD,SWD Dept,2023-10-27,True,16
20408887,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-28,False,17
20408887,Solid Waste (Garbage) Related,PWD,PWD,2023-11-14,True,34
20408816,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-04,False,24
20408816,Solid Waste (Garbage) Related,PWD,PWD,2023-11-28,True,48
20408812,Road Maintenance(Engg),PWD,SWD Dept,2023-11-10,False,30
20408812,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-12-10,True,60
20408771,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-11-13,True,33
20408733,Electrical,Electrical Dept,Town Planning Dept,2023-10-27,False,16
20408733,Electrical,Town Planning Dept,PWD,2023-11-12,True,32
20408651,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-31,False,21
20408651,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-11-21,True,42
20408491,Road Maintenance(Engg),PWD,Municipal Corp,2023-11-03,True,24
20408393,Health Dept,Health Dept,Sanitation Dept,2023-10-13,False,3
20408393,Health Dept,Sanitation Dept,Municipal Corp,2023-10-16,True,6
20408323,Road Maintenance(Engg),PWD,SWD Dept,2023-10-14,False,4
20408323,Road Maintenance(Engg),SWD Dept,Town Planning Dept,2023-10-18,False,8
20408231,Forest,Forest Dept,PWD,2023-10-23,False,14
20408231,Forest,PWD,Municipal Corp,2023-11-06,False,28
20408231,Forest,Municipal Corp,Municipal Corp,2023-11-20,False,42
20408062,Road Maintenance(Engg),PWD,SWD Dept,2023-11-11,True,33
20408040,Road Maintenance(Engg),PWD,SWD Dept,2023-11-03,True,25
20407885,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-27,False,18
20407885,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-11-14,True,36
20407883,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-14,False,5
20407883,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-10-19,True,10
20407865,Road Maintenance(Engg),PWD,SWD Dept,2023-11-14,True,37
20407736,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-15,True,7
20407656,Electrical,Electrical Dept,Town Planning Dept,2023-10-24,False,16
20407656,Electrical,Town Planning Dept,Town Planning Dept,2023-11-09,True,32
20407633,Road Maintenance(Engg),PWD,Municipal Corp,2023-11-05,True,28
20407632,Electrical,Electrical Dept,PWD,2023-10-22,False,14
20407632,Electrical,PWD,PWD,2023-11-05,True,28
20407603,veterinary,Veterinary Dept,Municipal Corp,2023-12-02,True,55
20407562,Road Maintenance(Engg),PWD,Town Planning Dept,2023-11-02,True,26
20407508,Electrical,Electrical Dept,PWD,2023-10-18,False,11
20407508,Electrical,PWD,Town Planning Dept,2023-10-29,True,22
20407477,Electrical,Electrical Dept,Municipal Corp,2023-11-02,True,26
20407453,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-11-03,True,27
20407431,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-13,False,6
20407431,Solid Waste (Garbage) Related,PWD,PWD,2023-10-19,True,12
20407401,Road Maintenance(Engg),PWD,SWD Dept,2023-10-31,True,24
20407367,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-30,False,23
20407367,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-11-22,True,46
20407265,Electrical,Electrical Dept,Town Planning Dept,2023-11-22,True,46
20407226,Electrical,Electrical Dept,PWD,2023-10-25,False,18
20407226,Electrical,PWD,Municipal Corp,2023-11-12,True,36
20407220,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-19,False,12
20407220,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-10-31,True,24
20407174,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-11-03,False,27
20407174,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-11-30,True,54
20407080,Electrical,Electrical Dept,Municipal Corp,2023-10-19,True,13
20406773,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-29,True,23
20406757,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-11-22,True,47
20406723,Road Maintenance(Engg),PWD,Municipal Corp,2023-11-18,True,43
20406656,Electrical,Electrical Dept,Municipal Corp,2023-10-20,True,15
20406593,Electrical,Electrical Dept,PWD,2023-11-25,True,51
20406506,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-11-05,True,31
20406475,Electrical,Electrical Dept,Town Planning Dept,2023-11-07,True,33
20406293,Road Maintenance(Engg),PWD,SWD Dept,2023-10-31,False,26
20406293,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-11-26,True,52
20406256,Health Dept,Health Dept,Sanitation Dept,2023-11-12,True,39
20406228,Electrical,Electrical Dept,PWD,2023-11-01,False,28
20406228,Electrical,PWD,Municipal Corp,2023-11-29,True,56
20406151,Electrical,Electrical Dept,Town Planning Dept,2023-10-28,False,24
20406151,Electrical,Town Planning Dept,PWD,2023-11-21,True,48
20406125,Road Maintenance(Engg),PWD,Municipal Corp,2023-10-31,False,27
20406125,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-11-27,True,54
20406019,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-11,False,7
20406019,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-10-18,True,14
20406008,veterinary,Veterinary Dept,Municipal Corp,2023-12-03,True,60
20405953,Electrical,Electrical Dept,PWD,2023-11-19,True,46
20405793,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-24,False,20
20405793,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-11-13,True,40
20405765,Electrical,Electrical Dept,Municipal Corp,2023-10-26,True,23
20405617,Electrical,Electrical Dept,PWD,2023-10-25,True,22
20405608,Health Dept,Health Dept,Municipal Corp,2023-11-30,True,58
20405546,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-22,True,19
20405519,Electrical,Electrical Dept,PWD,2023-10-06,False,3
20405519,Electrical,PWD,Municipal Corp,2023-10-09,True,6
20405506,Electrical,Electrical Dept,PWD,2023-10-21,False,18
20405506,Electrical,PWD,Municipal Corp,2023-11-08,True,36
20405438,Electrical,Electrical Dept,PWD,2023-10-08,False,5
20405438,Electrical,PWD,Municipal Corp,2023-10-13,True,10
20405377,Electrical,Electrical Dept,Municipal Corp,2023-10-28,True,25
20405333,veterinary,Veterinary Dept,Health Dept,2023-10-30,False,27
20405333,veterinary,Health Dept,Health Dept,2023-11-26,True,54
20405329,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-26,True,23
20405306,Electrical,Electrical Dept,Town Planning Dept,2023-11-25,True,53
20405285,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-18,False,16
20405285,Solid Waste (Garbage) Related,PWD,Health Dept,2023-11-03,True,32
20405263,Electrical,Electrical Dept,PWD,2023-10-08,True,6
20405258,veterinary,Veterinary Dept,Health Dept,2023-11-29,True,58
20405238,Electrical,Electrical Dept,PWD,2023-10-08,False,6
20405238,Electrical,PWD,Municipal Corp,2023-10-14,True,12
20405237,Electrical,Electrical Dept,Municipal Corp,2023-10-08,False,6
20405237,Electrical,Municipal Corp,Municipal Corp,2023-10-14,True,12
20405217,Electrical,Electrical Dept,Town Planning Dept,2023-10-24,False,22
20405217,Electrical,Town Planning Dept,PWD,2023-11-15,True,44
20405188,Electrical,Electrical Dept,PWD,2023-10-14,True,12
20405164,Electrical,Electrical Dept,Town Planning Dept,2023-11-16,True,45
20405130,Electrical,Electrical Dept,Municipal Corp,2023-11-21,True,50
20405120,Electrical,Electrical Dept,Municipal Corp,2023-10-18,False,16
20405120,Electrical,Municipal Corp,Town Planning Dept,2023-11-03,True,32
20405105,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-12,False,10
20405105,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-22,True,20
20405008,Electrical,Electrical Dept,Town Planning Dept,2023-11-18,True,47
20404970,Electrical,Electrical Dept,PWD,2023-11-09,True,38
20404948,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-09,True,38
20404826,Electrical,Electrical Dept,PWD,2023-10-30,True,29
20404686,Road Maintenance(Engg),PWD,Municipal Corp,2023-11-15,True,45
20404621,Electrical,Electrical Dept,Town Planning Dept,2023-10-11,False,10
20404621,Electrical,Town Planning Dept,Municipal Corp,2023-10-21,True,20
20404522,Electrical,Electrical Dept,Municipal Corp,2023-10-27,False,27
20404522,Electrical,Municipal Corp,PWD,2023-11-23,True,54
20404497,Electrical,Electrical Dept,Town Planning Dept,2023-11-20,True,51
20404288,Electrical,Electrical Dept,Town Planning Dept,2023-11-23,True,54
20404279,Electrical,Electrical Dept,Municipal Corp,2023-10-06,False,6
20404279,Electrical,Municipal Corp,PWD,2023-10-12,True,12
20404266,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-28,False,28
20404266,Solid Waste (Garbage) Related,PWD,Health Dept,2023-11-25,True,56
20404258,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-24,False,24
20404258,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-11-17,True,48
20404214,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-11-25,True,56
20404189,Electrical,Electrical Dept,PWD,2023-11-19,True,50
20404188,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-23,True,23
20404109,Electrical,Electrical Dept,Municipal Corp,2023-11-23,True,55
20404094,Electrical,Electrical Dept,PWD,2023-10-24,True,25
20404030,Electrical,Electrical Dept,Town Planning Dept,2023-10-27,False,28
20404030,Electrical,Town Planning Dept,PWD,2023-11-24,True,56
20404022,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-02,False,3
20404022,Solid Waste (Garbage) Related,PWD,Health Dept,2023-10-05,True,6
20403929,Electrical,Electrical Dept,Municipal Corp,2023-10-12,False,13
20403929,Electrical,Municipal Corp,Town Planning Dept,2023-10-25,True,26
20403840,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-10,False,11
20403840,Road Maintenance(Engg),Town Planning Dept,Municipal Corp,2023-10-21,True,22
20403823,Electrical,Electrical Dept,Town Planning Dept,2023-10-13,False,15
20403823,Electrical,Town Planning Dept,PWD,2023-10-28,True,30
20403662,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-11,False,13
20403662,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-10-24,True,26
20403657,Electrical,Electrical Dept,Town Planning Dept,2023-10-12,False,14
20403657,Electrical,Town Planning Dept,PWD,2023-10-26,True,28
20403632,Electrical,Electrical Dept,PWD,2023-11-18,True,51
20403579,Electrical,Electrical Dept,Town Planning Dept,2023-10-30,True,32
20403556,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-11-06,True,39
20403416,Electrical,Electrical Dept,Municipal Corp,2023-10-02,False,5
20403416,Electrical,Municipal Corp,PWD,2023-10-07,True,10
20403396,Electrical,Electrical Dept,PWD,2023-10-09,False,12
20403396,Electrical,PWD,Town Planning Dept,2023-10-21,True,24
20403313,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-04,False,7
20403313,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-11,True,14
20403170,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-13,False,16
20403170,Solid Waste (Garbage) Related,Health Dept,PWD,2023-10-29,True,32
20403167,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-19,False,22
20403167,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-11-10,True,44
20403152,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-06,True,9
20403023,Electrical,Electrical Dept,Town Planning Dept,2023-10-10,False,14
20403023,Electrical,Town Planning Dept,Town Planning Dept,2023-10-24,True,28
20403013,Electrical,Electrical Dept,Municipal Corp,2023-10-02,True,6
20402956,Road Maintenance(Engg),PWD,Town Planning Dept,2023-09-29,False,3
20402956,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-10-02,True,6
20402913,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-19,True,54
20402878,veterinary,Veterinary Dept,Municipal Corp,2023-10-10,False,14
20402878,veterinary,Municipal Corp,Health Dept,2023-10-24,True,28
20402866,Electrical,Electrical Dept,PWD,2023-11-13,True,48
20402821,Electrical,Electrical Dept,PWD,2023-10-10,False,14
20402821,Electrical,PWD,Municipal Corp,2023-10-24,True,28
20402819,Road Maintenance(Engg),PWD,Municipal Corp,2023-11-03,True,38
20402782,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-08,False,12
20402782,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-20,True,24
20402765,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-08,True,12
20402741,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-01,True,36
20402478,Electrical,Electrical Dept,Municipal Corp,2023-10-15,False,20
20402478,Electrical,Municipal Corp,PWD,2023-11-04,True,40
20402441,Electrical,Electrical Dept,PWD,2023-10-20,False,25
20402441,Electrical,PWD,Municipal Corp,2023-11-14,True,50
20402427,Road Maintenance(Engg),PWD,Municipal Corp,2023-10-19,False,24
20402427,Road Maintenance(Engg),Municipal Corp,Town Planning Dept,2023-11-12,True,48
20402415,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-08,False,13
20402373,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-03,False,8
20402373,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-11,True,16
20402330,Electrical,Electrical Dept,Town Planning Dept,2023-11-20,True,56
20402317,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-18,False,23
20402317,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-11-10,True,46
20402174,Road Maintenance(Engg),PWD,SWD Dept,2023-11-03,True,40
20402168,Electrical,Electrical Dept,Municipal Corp,2023-10-06,False,12
20402168,Electrical,Municipal Corp,Town Planning Dept,2023-10-18,True,24
20402166,veterinary,Veterinary Dept,Municipal Corp,2023-11-18,True,55
20401980,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-05,True,12
20401956,Electrical,Electrical Dept,PWD,2023-10-13,True,20
20401899,Road Maintenance(Engg),PWD,SWD Dept,2023-10-21,True,28
20401855,Electrical,Electrical Dept,Town Planning Dept,2023-10-10,False,17
20401855,Electrical,Town Planning Dept,Municipal Corp,2023-10-27,True,34
20401778,Electrical,Electrical Dept,PWD,2023-10-02,True,9
20401769,Electrical,Electrical Dept,Town Planning Dept,2023-10-18,False,25
20401769,Electrical,Town Planning Dept,PWD,2023-11-12,True,50
20401716,Road Maintenance(Engg),PWD,Municipal Corp,2023-10-20,False,27
20401716,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-11-16,True,54
20401611,Electrical,Electrical Dept,PWD,2023-10-06,True,13
20401547,Electrical,Electrical Dept,PWD,2023-10-26,True,33
20401477,Electrical,Electrical Dept,Town Planning Dept,2023-09-28,False,6
20401477,Electrical,Town Planning Dept,Town Planning Dept,2023-10-04,True,12
20401451,Electrical,Electrical Dept,Municipal Corp,2023-11-15,True,54
20401361,Electrical,Electrical Dept,Municipal Corp,2023-10-10,False,18
20401361,Electrical,Municipal Corp,Municipal Corp,2023-10-28,True,36
20400986,Electrical,Electrical Dept,Municipal Corp,2023-10-15,True,24
20400910,Electrical,Electrical Dept,Town Planning Dept,2023-10-16,True,25
20400889,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-18,True,27
20400883,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-20,False,29
20400883,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-11-18,True,58
20400779,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-11-05,True,45
20400761,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-09-27,False,6
20400761,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-03,True,12
20400748,Electrical,Electrical Dept,Town Planning Dept,2023-10-28,True,37
20400456,Road Maintenance(Engg),PWD,SWD Dept,2023-11-01,True,42
20400440,Electrical,Electrical Dept,Town Planning Dept,2023-10-05,True,15
20400414,Electrical,Electrical Dept,Town Planning Dept,2023-10-19,False,29
20400414,Electrical,Town Planning Dept,Municipal Corp,2023-11-17,True,58
20400401,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-09-30,True,10
20400369,Electrical,Electrical Dept,Municipal Corp,2023-10-13,False,23
20400369,Electrical,Municipal Corp,Town Planning Dept,2023-11-05,True,46
20400317,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-12,False,22
20400317,Solid Waste (Garbage) Related,PWD,Health Dept,2023-11-03,True,44
20400298,Road Maintenance(Engg),PWD,SWD Dept,2023-10-12,False,22
20400298,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-11-03,True,44
20400252,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-07,False,17
20400252,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-10-24,True,34
20400155,Health Dept,Health Dept,Municipal Corp,2023-10-01,False,12
20400155,Health Dept,Municipal Corp,Sanitation Dept,2023-10-13,True,24
20400082,Electrical,Electrical Dept,PWD,2023-10-04,True,15
20399953,Electrical,Electrical Dept,PWD,2023-10-06,False,17
20399953,Electrical,PWD,Municipal Corp,2023-10-23,True,34
20399931,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-10,False,21
20399931,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-10-31,True,42
20399924,Road Maintenance(Engg),PWD,Municipal Corp,2023-10-14,False,25
20399924,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-11-08,True,50
20399839,Electrical,Electrical Dept,PWD,2023-11-11,True,53
20399805,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-14,True,25
20399561,veterinary,Veterinary Dept,Municipal Corp,2023-09-24,False,6
20399561,veterinary,Municipal Corp,Municipal Corp,2023-09-30,True,12
20399541,Electrical,Electrical Dept,Municipal Corp,2023-10-01,True,14
20399511,Electrical,Electrical Dept,PWD,2023-10-10,True,23
20399482,Electrical,Electrical Dept,Municipal Corp,2023-09-27,False,10
20399482,Electrical,Municipal Corp,PWD,2023-10-07,True,20
20399456,Electrical,Electrical Dept,Municipal Corp,2023-09-25,False,8
20399456,Electrical,Municipal Corp,PWD,2023-10-03,True,16
20399390,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-05,False,18
20399390,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-10-23,True,36
20399365,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-09-27,True,10
20399338,Health Dept,Health Dept,Sanitation Dept,2023-09-27,False,10
20399338,Health Dept,Sanitation Dept,Municipal Corp,2023-10-07,True,20
20399073,Forest,Forest Dept,Municipal Corp,2023-09-24,True,8
20398915,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-07,False,21
20398915,Solid Waste (Garbage) Related,PWD,PWD,2023-10-28,True,42
20398860,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-09-26,False,11
20398860,Solid Waste (Garbage) Related,PWD,Health Dept,2023-10-07,True,22
20398819,Electrical,Electrical Dept,Municipal Corp,2023-10-17,True,32
20398805,veterinary,Veterinary Dept,Municipal Corp,2023-10-10,False,25
20398805,veterinary,Municipal Corp,Municipal Corp,2023-11-04,True,50
20398684,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-09-18,False,3
20398684,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-09-21,True,6
20398662,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-13,True,28
20398659,Forest,Forest Dept,Municipal Corp,2023-09-19,False,4
20398659,Forest,Municipal Corp,PWD,2023-09-23,True,8
20398551,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-11,False,26
20398551,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-11-06,True,52
20398485,Electrical,Electrical Dept,Municipal Corp,2023-09-28,True,13
20398481,Road Maintenance(Engg),PWD,Municipal Corp,2023-09-28,False,14
20398481,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-10-12,True,28
20398466,Road Maintenance(Engg),PWD,Town Planning Dept,2023-10-10,False,26
20398466,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-11-05,True,52
20398453,Electrical,Electrical Dept,Municipal Corp,2023-10-02,False,18
20398453,Electrical,Municipal Corp,Municipal Corp,2023-10-20,True,36
20398448,Electrical,Electrical Dept,Town Planning Dept,2023-09-27,True,13
20398406,Electrical,Electrical Dept,PWD,2023-10-12,False,28
20398406,Electrical,PWD,Town Planning Dept,2023-11-09,True,56
20398366,Electrical,Electrical Dept,Town Planning Dept,2023-09-21,False,7
20398366,Electrical,Town Planning Dept,Town Planning Dept,2023-09-28,True,14
20398355,Road Maintenance(Engg),PWD,SWD Dept,2023-10-09,True,25
20398347,Health Dept,Health Dept,Municipal Corp,2023-09-21,False,7
20398347,Health Dept,Municipal Corp,Municipal Corp,2023-09-28,True,14
20398346,Electrical,Electrical Dept,Town Planning Dept,2023-10-02,False,18
20398346,Electrical,Town Planning Dept,Town Planning Dept,2023-10-20,True,36
20398339,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-09,False,25
20398339,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-11-03,True,50
20398335,Electrical,Electrical Dept,Municipal Corp,2023-10-12,False,28
20398335,Electrical,Municipal Corp,PWD,2023-11-09,True,56
20398224,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-08,False,24
20398224,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-11-01,True,48
20398170,Electrical,Electrical Dept,Town Planning Dept,2023-10-11,False,27
20398170,Electrical,Town Planning Dept,Town Planning Dept,2023-11-07,True,54
20398097,Road Maintenance(Engg),PWD,SWD Dept,2023-09-16,False,2
20398097,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-09-18,False,4
20398097,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-09-20,False,6
20398045,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-11-03,True,51
20398040,Road Maintenance(Engg),PWD,SWD Dept,2023-09-20,False,7
20398040,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-09-27,True,14
20398023,Electrical,Electrical Dept,Town Planning Dept,2023-09-20,False,7
20398023,Electrical,Town Planning Dept,Municipal Corp,2023-09-27,True,14
20398001,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-24,True,41
20397834,Electrical,Electrical Dept,Municipal Corp,2023-09-30,True,17
20397793,Electrical,Electrical Dept,PWD,2023-09-25,False,12
20397793,Electrical,PWD,Municipal Corp,2023-10-07,True,24
20397674,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-06,False,24
20397674,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-10-30,True,48
20397643,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-12,False,30
20397643,Solid Waste (Garbage) Related,PWD,PWD,2023-11-11,True,60
20397630,Electrical,Electrical Dept,Municipal Corp,2023-11-01,True,50
20397603,Electrical,Electrical Dept,PWD,2023-10-22,True,40
20397587,Electrical,Electrical Dept,PWD,2023-10-01,False,19
20397587,Electrical,PWD,PWD,2023-10-20,True,38
20397572,Health Dept,Health Dept,Municipal Corp,2023-10-16,True,34
20397548,Road Maintenance(Engg),PWD,SWD Dept,2023-10-06,False,24
20397548,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-10-30,True,48
20397504,Electrical,Electrical Dept,PWD,2023-10-04,False,22
20397504,Electrical,PWD,Municipal Corp,2023-10-26,True,44
20397319,Electrical,Electrical Dept,Town Planning Dept,2023-10-03,True,22
20397247,Electrical,Electrical Dept,PWD,2023-09-20,False,9
20397247,Electrical,PWD,PWD,2023-09-29,True,18
20397217,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-10-30,True,49
20397193,Electrical,Electrical Dept,PWD,2023-09-23,False,12
20397193,Electrical,PWD,PWD,2023-10-05,True,24
20397166,Electrical,Electrical Dept,Municipal Corp,2023-09-22,False,11
20397166,Electrical,Municipal Corp,Town Planning Dept,2023-10-03,True,22
20397152,veterinary,Veterinary Dept,Municipal Corp,2023-09-26,False,15
20397152,veterinary,Municipal Corp,Health Dept,2023-10-11,True,30
20397151,Health Dept,Health Dept,Municipal Corp,2023-09-14,False,3
20397151,Health Dept,Municipal Corp,Sanitation Dept,2023-09-17,True,6
20397055,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-09-27,False,16
20397055,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-10-13,True,32
20396861,Electrical,Electrical Dept,Municipal Corp,2023-09-19,False,9
20396861,Electrical,Municipal Corp,Town Planning Dept,2023-09-28,True,18
20396834,Electrical,Electrical Dept,Town Planning Dept,2023-09-30,False,20
20396834,Electrical,Town Planning Dept,PWD,2023-10-20,True,40
20396797,Electrical,Electrical Dept,Town Planning Dept,2023-09-21,True,11
20396778,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-09-30,True,20
20396707,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-25,True,45
20396594,Electrical,Electrical Dept,PWD,2023-09-20,True,11
20396289,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-03,False,25
20396289,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-10-28,True,50
20396269,Road Maintenance(Engg),PWD,SWD Dept,2023-09-13,True,5
20396234,Electrical,Electrical Dept,Town Planning Dept,2023-10-09,True,31
20396208,Electrical,Electrical Dept,Town Planning Dept,2023-09-25,False,17
20396208,Electrical,Town Planning Dept,Municipal Corp,2023-10-12,True,34
20396175,Road Maintenance(Engg),PWD,Municipal Corp,2023-09-20,False,12
20396175,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-10-02,True,24
20396096,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-11-01,True,54
20396054,veterinary,Veterinary Dept,Health Dept,2023-10-17,True,39
20395965,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-10-09,True,31
20395882,Electrical,Electrical Dept,PWD,2023-11-04,True,58
20395853,Electrical,Electrical Dept,Town Planning Dept,2023-09-15,False,8
20395853,Electrical,Town Planning Dept,PWD,2023-09-23,True,16
20395808,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-09-12,True,5
20395720,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-10-03,True,26
